frequency,magnitude
0.000000,295796.1384
0.000005,62.5245
0.000011,151.468
0.000016,13.5229
0.000022,71.1206
0.000027,19.9546
0.000033,0.6609
0.000038,20.4202
0.000050,16.8679
0.000060,5.0956
0.000068,30.1105
0.000076,7.134
0.000088,15.4755
0.000125,39.6711
0.000175,11.5545
0.000213,37.3665
0.000223,12.4757
0.000235,30.7579
0.000247,8.0781
0.000255,2.0211
0.000506,23.9671
0.000609,0.9104
0.000628,19.6157
0.000647,4.3293
0.000718,25.3125
0.000770,6.4089
0.000887,19.7779
0.000935,8.5357
0.000940,21.8455
0.000948,6.6011
0.001045,20.8723
0.001092,7.0935
0.001117,23.3156
0.001141,4.5118
0.001164,31.162
0.001183,12.7347
0.001196,0.4887
0.001215,20.9744
0.001266,0.9327
0.001307,26.0787
0.001337,3.9277
0.001367,23.3353
0.001399,3.4654
0.001425,27.6134
0.001440,7.5304
0.001448,21.1304
0.001457,7.4625
0.001514,19.7047
0.001541,8.507
0.001646,24.3921
0.001777,5.4657
0.001799,28.3691
0.001818,10.3277
0.001857,27.4648
0.001897,5.363
0.001937,25.3481
0.001967,4.8351
0.001999,23.189
0.002043,4.8735
0.002061,29.2961
0.002092,6.6806
0.002106,25.0473
0.002122,9.7351
0.002149,23.3281
0.002174,4.9561
0.002185,37.4513
0.002201,2.7108
0.002213,29.2272
0.002239,17.1117
0.002304,5.8828
0.002320,24.1097
0.002342,10.0565
0.002393,23.523
0.002418,4.3004
0.002431,16.8153
0.002460,49.1762
0.002497,13.3181
0.002529,33.7305
0.002549,14.0584
0.002561,35.8666
0.002571,2.9278
0.002579,32.1205
0.002587,7.4075
0.002618,27.414
0.002647,7.1647
0.002682,26.5268
0.002717,3.0604
0.002743,28.8887
0.002783,4.1328
0.002822,33.8297
0.002878,11.3209
0.002900,49.7813
0.002916,17.14
0.002927,43.5262
0.002935,9.5525
0.002966,48.25
0.002984,13.5318
0.002996,39.4473
0.003008,14.5247
0.003016,72.4449
0.003060,37.6152
0.003092,11.2611
0.003111,33.241
0.003130,8.2105
0.003179,50.7819
0.003272,2.0107
0.003277,13.317
0.003383,63.649
0.003457,27.1135
0.003473,80.1747
0.003500,13.0036
0.003536,92.0481
0.003609,160.5669
0.003614,61.2073
0.003659,93.825
0.003696,18.625
0.003721,91.1185
0.003761,24.5286
0.003798,73.2113
0.003826,19.2027
0.003845,55.4724
0.003864,18.8049
0.003878,76.0126
0.003891,11.1945
0.003897,57.2915
0.003902,4.2341
0.003927,74.2613
0.003940,24.1329
0.003957,64.0729
0.003985,23.4363
0.004009,58.9339
0.004035,10.417
0.004052,67.7217
0.004065,15.6962
0.004087,66.7179
0.004098,26.913
0.004115,94.7591
0.004147,14.5073
0.004160,70.4741
0.004174,24.867
0.004191,64.2851
0.004207,14.5558
0.004212,119.9219
0.004217,14.6124
0.004226,97.2172
0.004234,17.7471
0.004283,88.8107
0.004310,8.7493
0.004355,60.5856
0.004398,23.674
0.004468,66.0828
0.004601,16.5199
0.004660,55.3614
0.004701,9.8479
0.004715,38.7606
0.004731,9.0612
0.004765,60.2912
0.004842,18.9633
0.004848,58.9567
0.004853,9.1813
0.004859,80.2813
0.004867,28.5847
0.004875,8.1033
0.004914,68.3924
0.004962,17.2189
0.004982,69.4595
0.005011,14.5197
0.005074,58.9437
0.005098,16.0979
0.005109,60.4831
0.005125,15.0211
0.005141,57.5854
0.005163,17.6881
0.005181,53.9307
0.005217,9.0084
0.005234,29.265
0.005261,8.2012
0.005349,46.7688
0.005440,4.8625
0.005461,53.3031
0.005492,22.0921
0.005500,6.8871
0.005550,44.9476
0.005652,12.4863
0.005660,63.7167
0.005668,7.8241
0.005677,93.5811
0.005687,24.6891
0.005702,71.0428
0.005712,12.3296
0.005740,68.3427
0.005761,27.5192
0.005778,66.5342
0.005793,14.169
0.005810,55.4677
0.005826,19.0242
0.005834,60.721
0.005842,18.4018
0.005871,53.3905
0.005891,15.9412
0.005908,46.175
0.005924,9.144
0.005955,54.475
0.005995,23.13
0.006003,64.6602
0.006011,20.8383
0.006283,71.2808
0.006364,8.4818
0.006600,68.7407
0.006810,20.0358
0.006832,200.7877
0.006910,510.5005
0.006976,212.0039
0.007000,20.6455
0.007056,87.996
0.007163,29.8047
0.007185,4.1189
0.007204,30.0056
0.007228,7.3864
0.007273,42.1206
0.007353,6.0675
0.007409,38.6156
0.007488,13.4134
0.007516,44.7519
0.007522,4.4771
0.007586,32.9073
0.007614,12.1524
0.007636,39.0593
0.007674,12.2736
0.007679,61.7334
0.007687,20.3572
0.007696,50.2914
0.007704,13.7679
0.007712,74.4193
0.007747,25.0567
0.007772,5.4329
0.007781,30.9693
0.007793,11.4451
0.007802,36.1062
0.007810,3.9762
0.007881,25.1227
0.007931,5.155
0.007940,53.9929
0.007948,8.791
0.007959,37.3823
0.007967,9.5277
0.007976,39.292
0.007986,14.2372
0.008005,38.4458
0.008016,11.3648
0.008037,38.3722
0.008087,8.113
0.008156,33.1007
0.008185,8.6116
0.008190,35.6168
0.008196,7.7673
0.008213,34.1786
0.008228,6.5253
0.008260,28.8336
0.008299,4.2354
0.008323,27.7684
0.008342,5.2811
0.008387,28.3122
0.008451,4.3546
0.008492,26.7655
0.008522,6.3517
0.008527,33.8851
0.008549,9.0794
0.008568,32.6047
0.008576,9.1031
0.008608,31.5399
0.008679,6.625
0.008688,16.6018
0.008696,45.1231
0.008701,8.7034
0.008739,34.663
0.008761,8.5242
0.008867,44.3454
0.008995,10.1169
0.009003,31.9923
0.009011,4.6273
0.009054,37.3392
0.009098,11.6197
0.009137,42.7581
0.009179,13.0611
0.009296,31.2692
0.009413,8.1958
0.009427,24.2751
0.009446,65.6586
0.009458,23.4676
0.009500,4.1621
0.009571,33.4884
0.009668,12.3854
0.009834,47.9523
0.009951,9.995
0.009957,62.1963
0.009962,11.1383
0.009967,4.298
0.009973,36.58
0.009978,14.1875
0.010020,33.862
0.010038,8.7616
0.010060,39.9881
0.010076,9.1837
0.010082,3.6327
0.010087,16.7933
0.010120,46.7202
0.010168,2.5983
0.010185,52.7922
0.010213,19.3641
0.010266,60.9852
0.010337,8.0573
0.010368,42.3726
0.010383,16.9281
0.010394,48.9575
0.010402,11.5238
0.010427,38.9799
0.010467,7.6709
0.010473,50.2337
0.010478,6.5
0.010484,26.2719
0.010489,63.8964
0.010495,10.2573
0.010543,38.4566
0.010571,9.8852
0.010609,44.5818
0.010647,18.5472
0.010693,52.0839
0.010734,10.6514
0.010753,55.65
0.010777,3.2639
0.010805,44.4613
0.010832,10.3403
0.010853,42.5626
0.010870,9.5067
0.010889,45.4742
0.010913,10.3164
0.010921,45.1361
0.010929,3.2661
0.010935,25.6578
0.010947,61.4016
0.010974,14.2771
0.010984,70.7873
0.010989,25.4225
0.010995,96.1815
0.011000,6.1014
0.011005,55.1983
0.011014,19.3082
0.011030,54.2017
0.011043,15.1173
0.011052,44.7018
0.011060,7.3313
0.011073,44.0
0.011087,15.3018
0.011140,49.3155
0.011201,9.4417
0.011246,56.5715
0.011299,12.1515
0.011304,81.2385
0.011310,21.8902
0.011345,53.3529
0.011380,15.7569
0.011386,71.7717
0.011391,3.8617
0.011415,48.7388
0.011446,19.4057
0.011451,4.5695
0.011467,51.402
0.011488,13.7629
0.011515,64.4437
0.011527,12.9004
0.011533,54.9723
0.011538,14.3816
0.011578,53.3199
0.011620,11.3096
0.011654,45.3334
0.011701,7.4492
0.011792,38.3344
0.011870,11.4547
0.011875,77.5162
0.011880,21.983
0.011886,64.9224
0.011891,5.1189
0.011899,30.1451
0.011908,10.2463
0.011927,47.1403
0.011946,9.2176
0.011974,31.6568
0.011989,70.4756
0.012005,20.9829
0.012026,62.602
0.012049,16.2108
0.012054,90.7136
0.012064,32.1685
0.012079,90.6865
0.012087,21.5795
0.012113,70.8754
