unit,volts
0.0,0.2029
0.00025,0.208
0.0005,0.1978
0.00075,0.2054
0.001,0.2105
0.00125,0.2003
0.0015,0.2054
0.00175,0.2029
0.002,0.1978
0.00225,0.208
0.0025,0.2054
0.00275,0.2029
0.003,0.2105
0.00325,0.2054
0.0035,0.2054
0.00375,0.2105
0.004,0.1978
0.00425,0.208
0.0045,0.2105
0.00475,0.2054
0.005,0.2054
0.00525,0.2054
0.0055,0.2003
0.00575,0.2054
0.006,0.2105
0.00625,0.2003
0.0065,0.2029
0.00675,0.2105
0.007,0.2003
0.00725,0.2054
0.0075,0.2054
0.00775,0.2029
0.008,0.2105
0.00825,0.2029
0.0085,0.2054
0.00875,0.2105
0.009,0.2003
0.00925,0.2054
0.0095,0.208
0.00975,0.2003
0.01,0.2054
0.01025,0.2029
0.0105,0.1978
0.01075,0.2105
0.011,0.2054
0.01125,0.1978
0.0115,0.2105
0.01175,0.2029
0.012,0.2003
0.01225,0.2029
0.0125,0.2054
0.01275,0.208
0.013,0.208
0.01325,0.1978
0.0135,0.2029
0.01375,0.2105
0.014,0.1978
0.01425,0.2054
0.0145,0.2105
0.01475,0.2029
0.015,0.2029
0.01525,0.2105
0.0155,0.2003
0.01575,0.1978
0.016,0.2105
0.01625,0.2105
0.0165,0.1978
0.01675,0.2029
0.017,0.2029
0.01725,0.1978
0.0175,0.2029
0.01775,0.2105
0.018,0.1978
0.01825,0.208
0.0185,0.2029
0.01875,0.2003
0.019,0.2105
0.01925,0.2029
0.0195,0.1978
0.01975,0.2105
0.02,0.2054
0.02025,0.2029
0.0205,0.208
0.02075,0.2054
0.021,0.2029
0.02125,0.208
0.0215,0.2054
0.02175,0.2003
0.022,0.208
0.02225,0.2003
0.0225,0.1953
0.02275,0.2105
0.023,0.2054
0.02325,0.2054
0.0235,0.2105
0.02375,0.2003
0.024,0.2029
0.02425,0.2029
0.0245,0.2003
0.02475,0.2029
0.025,0.2029
0.02525,0.1978
0.0255,0.2029
0.02575,0.2054
0.026,0.2029
0.02625,0.208
0.0265,0.2029
0.02675,0.2003
0.027,0.2105
0.02725,0.2054
0.0275,0.2054
0.02775,0.2105
0.028,0.2003
0.02825,0.2054
0.0285,0.208
0.02875,0.1978
0.029,0.2054
0.02925,0.2029
0.0295,0.1978
0.02975,0.2029
0.03,0.208
0.03025,0.1978
0.0305,0.208
0.03075,0.2029
0.031,0.2029
0.03125,0.2105
0.0315,0.1978
0.03175,0.2054
0.032,0.2105
0.03225,0.2054
0.0325,0.1978
0.03275,0.2105
0.033,0.1978
0.03325,0.2054
0.0335,0.2105
0.03375,0.2003
0.034,0.2105
0.03425,0.2029
0.0345,0.1978
0.03475,0.2054
0.035,0.2029
0.03525,0.1978
0.0355,0.2105
0.03575,0.2029
0.036,0.2029
0.03625,0.2105
0.0365,0.2029
0.03675,0.2054
0.037,0.2003
0.03725,0.1978
0.0375,0.2054
0.03775,0.2105
0.038,0.2003
0.03825,0.2054
0.0385,0.2029
0.03875,0.2003
0.039,0.2105
0.03925,0.2054
0.0395,0.2054
0.03975,0.2105
0.04,0.2003
