unit,volts
0.0,0.2
0.00025,0.1898
0.0005,0.1974
0.00075,0.2
0.001,0.1898
0.00125,0.1974
0.0015,0.2
0.00175,0.1872
0.002,0.2
0.00225,0.1949
0.0025,0.1949
0.00275,0.2025
0.003,0.1898
0.00325,0.1923
0.0035,0.2
0.00375,0.1898
0.004,0.2178
0.00425,0.177
0.0045,0.1949
0.00475,0.1923
0.005,0.1949
0.00525,0.1872
0.0055,0.2
0.00575,0.1949
0.006,0.1898
0.00625,0.1923
0.0065,0.1923
0.00675,0.1872
0.007,0.2
0.00725,0.1949
0.0075,0.1872
0.00775,0.2
0.008,0.1872
0.00825,0.1974
0.0085,0.2
0.00875,0.1872
0.009,0.1949
0.00925,0.2
0.0095,0.1923
0.00975,0.2
0.01,0.1923
0.01025,0.1872
0.0105,0.2
0.01075,0.2051
0.011,0.1872
0.01125,0.2025
0.0115,0.1949
0.01175,0.1898
0.012,0.2
0.01225,0.1974
0.0125,0.1974
0.01275,0.2025
0.013,0.1898
0.01325,0.1974
0.0135,0.2
0.01375,0.1949
0.014,0.1923
0.01425,0.1923
0.0145,0.1872
0.01475,0.1923
0.015,0.1974
0.01525,0.1872
0.0155,0.1949
0.01575,0.2
0.016,0.1949
0.01625,0.1923
0.0165,0.2
0.01675,0.1949
0.017,0.1872
0.01725,0.1923
0.0175,0.1898
0.01775,0.1694
0.018,0.1974
0.01825,0.1949
0.0185,0.1898
0.01875,0.2
0.019,0.1949
0.01925,0.1949
0.0195,0.2
0.01975,0.1923
0.02,0.1923
0.02025,0.2
0.0205,0.1923
0.02075,0.1949
0.021,0.2
0.02125,0.1872
0.0215,0.1898
0.02175,0.2
0.022,0.1898
0.02225,0.1949
0.0225,0.2
0.02275,0.1898
0.023,0.1949
0.02325,0.2
0.0235,0.1872
0.02375,0.2
0.024,0.1923
0.02425,0.2102
0.0245,0.1796
0.02475,0.1949
0.025,0.1872
0.02525,0.1949
0.0255,0.1949
0.02575,0.1974
0.026,0.2
0.02625,0.1898
0.0265,0.1923
0.02675,0.2
0.027,0.1949
0.02725,0.1949
0.0275,0.2
0.02775,0.1898
0.028,0.1949
0.02825,0.1974
0.0285,0.1872
0.02875,0.1974
0.029,0.1949
0.02925,0.1898
0.0295,0.1949
0.02975,0.1923
0.03,0.1898
0.03025,0.2
0.0305,0.1949
0.03075,0.1974
0.031,0.2254
0.03125,0.1694
0.0315,0.1974
0.03175,0.1949
0.032,0.1872
0.03225,0.1974
0.0325,0.2
0.03275,0.1872
0.033,0.1974
0.03325,0.2
0.0335,0.1898
0.03375,0.1949
0.034,0.1974
0.03425,0.1974
0.0345,0.1949
0.03475,0.1923
0.035,0.1949
0.03525,0.2
0.0355,0.1872
0.03575,0.1923
0.036,0.2
0.03625,0.1898
0.0365,0.1923
0.03675,0.2
0.037,0.1898
0.03725,0.2025
0.0375,0.1974
0.03775,0.1898
0.038,0.1847
0.03825,0.2
0.0385,0.1898
0.03875,0.2
0.039,0.1949
0.03925,0.1974
0.0395,0.2
0.03975,0.1949
0.04,0.1974
0.04025,0.1949
0.0405,0.1898
0.04075,0.1974
0.041,0.1949
0.04125,0.1898
0.0415,0.2
0.04175,0.1974
0.042,0.1974
0.04225,0.2
0.0425,0.1974
0.04275,0.1949
0.043,0.2
0.04325,0.1923
0.0435,0.1974
0.04375,0.1949
0.044,0.1872
0.04425,0.2
0.0445,0.1949
0.04475,0.1694
0.045,0.1974
0.04525,0.1949
0.0455,0.1923
0.04575,0.2
0.046,0.1923
0.04625,0.1872
0.0465,0.2
0.04675,0.1872
0.047,0.1923
0.04725,0.1923
0.0475,0.1872
0.04775,0.1923
0.048,0.1949
0.04825,0.1898
0.0485,0.1949
0.04875,0.1949
0.049,0.1872
0.04925,0.2
0.0495,0.1923
0.04975,0.1923
0.05,0.2
0.05025,0.1949
0.0505,0.1923
0.05075,0.2
0.051,0.1872
0.05125,0.1974
0.0515,0.1847
0.05175,0.1949
0.052,0.1974
0.05225,0.2
0.0525,0.1872
0.05275,0.1949
0.053,0.2
0.05325,0.1898
0.0535,0.2
0.05375,0.1949
0.054,0.1872
0.05425,0.1949
0.0545,0.1949
0.05475,0.1872
0.055,0.1949
0.05525,0.1949
0.0555,0.1898
0.05575,0.2
0.056,0.1898
0.05625,0.1974
0.0565,0.2
0.05675,0.1872
0.057,0.1923
0.05725,0.1923
0.0575,0.1898
0.05775,0.1949
0.058,0.2
0.05825,0.2153
0.0585,0.1872
0.05875,0.1949
0.059,0.1898
0.05925,0.2
0.0595,0.1923
0.05975,0.1949
0.06,0.2
0.06025,0.1923
0.0605,0.1898
0.06075,0.1949
0.061,0.1949
0.06125,0.1949
0.0615,0.1974
0.06175,0.1872
0.062,0.1949
0.06225,0.2
0.0625,0.1872
0.06275,0.1923
0.063,0.2
0.06325,0.1872
0.0635,0.1949
0.06375,0.1923
0.064,0.1872
0.06425,0.2
0.0645,0.1923
0.06475,0.1872
0.065,0.2102
0.06525,0.1923
0.0655,0.1898
0.06575,0.2
0.066,0.1923
0.06625,0.1923
0.0665,0.2025
0.06675,0.1872
0.067,0.1872
0.06725,0.2
0.0675,0.1949
0.06775,0.1949
0.068,0.2
0.06825,0.1923
0.0685,0.1923
0.06875,0.1949
0.069,0.1872
0.06925,0.1949
0.0695,0.2
0.06975,0.1872
0.07,0.1974
0.07025,0.2
0.0705,0.1872
0.07075,0.2
0.071,0.1923
0.07125,0.1872
0.0715,0.2
0.07175,0.2025
0.072,0.1872
0.07225,0.2
0.0725,0.1898
0.07275,0.1923
0.073,0.1949
0.07325,0.1872
0.0735,0.1923
0.07375,0.1949
0.074,0.1898
0.07425,0.1923
0.0745,0.1949
0.07475,0.1898
0.075,0.1949
0.07525,0.1949
0.0755,0.1923
